Country Name,Year,Average_Temperature_C,Ignore_This_Column
Senegal,2026,-1.81,garbage_data
Senegal,2025,25.68,garbage_data
Germany,2024,-9.86,garbage_data
Germany,2023,10.84,garbage_data
Brazil,2022,5.91,garbage_data
Senegal,2021,17.74,garbage_data
Japan,2020,-2.93,garbage_data
Senegal,2019,12.98,garbage_data
Germany,2018,3.2,garbage_data
Senegal,2017,3.97,garbage_data
Senegal,2016,21.2,garbage_data
Canada,2015,26.75,garbage_data
Germany,2014,10.85,garbage_data
Brazil,2013,11.19,garbage_data
Germany,2012,18.84,garbage_data
Brazil,2011,1.06,garbage_data
Canada,2010,33.06,garbage_data
Senegal,2009,37.0,garbage_data
Germany,2008,6.41,garbage_data
Brazil,2007,34.05,garbage_data
Japan,2006,43.43,garbage_data
Senegal,2005,27.94,garbage_data
Brazil,2004,9.25,garbage_data
Canada,2003,32.81,garbage_data
Japan,2002,5.32,garbage_data
Canada,2001,1.25,garbage_data
Brazil,2000,-2.02,garbage_data
Germany,1999,23.69,garbage_data
Japan,1998,8.44,garbage_data
Brazil,1997,10.07,garbage_data
Canada,1996,0.12,garbage_data
Senegal,1995,44.63,garbage_data
Canada,1994,30.23,garbage_data
Japan,1993,21.04,garbage_data
Japan,1992,42.59,garbage_data
Senegal,1991,1.36,garbage_data
Germany,1990,4.69,garbage_data
Germany,1989,16.41,garbage_data
Brazil,1988,-3.61,garbage_data
Canada,1987,42.08,garbage_data
Japan,1986,17.24,garbage_data
Canada,1985,24.84,garbage_data
Japan,1984,15.16,garbage_data
Canada,1983,5.76,garbage_data
Brazil,1982,37.26,garbage_data
Brazil,1981,30.43,garbage_data
Brazil,1980,0.86,garbage_data
Senegal,1979,39.87,garbage_data
Germany,1978,24.2,garbage_data
Germany,1977,34.87,garbage_data
Canada,2026,32.35,garbage_data
Japan,2025,-8.63,garbage_data
Senegal,2024,12.86,garbage_data
Germany,2023,35.04,garbage_data
Germany,2022,0.54,garbage_data
Germany,2021,4.42,garbage_data
Japan,2020,18.86,garbage_data
Canada,2019,17.53,garbage_data
Senegal,2018,44.72,garbage_data
Brazil,2017,23.87,garbage_data
Senegal,2016,2.16,garbage_data
Japan,2015,26.89,garbage_data
Japan,2014,0.99,garbage_data
Senegal,2013,43.13,garbage_data
Germany,2012,36.88,garbage_data
Senegal,2011,9.12,garbage_data
Germany,2010,-9.73,garbage_data
Canada,2009,-7.32,garbage_data
Canada,2008,16.82,garbage_data
Senegal,2007,19.56,garbage_data
Senegal,2006,-7.12,garbage_data
Canada,2005,19.23,garbage_data
Brazil,2004,29.39,garbage_data
Brazil,2003,-9.73,garbage_data
Brazil,2002,20.44,garbage_data
Brazil,2001,16.43,garbage_data
Germany,2000,35.91,garbage_data
Brazil,1999,30.54,garbage_data
Germany,1998,-2.13,garbage_data
Senegal,1997,10.51,garbage_data
Senegal,1996,11.55,garbage_data
Senegal,1995,17.62,garbage_data
Senegal,1994,35.54,garbage_data
Brazil,1993,13.54,garbage_data
Brazil,1992,12.57,garbage_data
Brazil,1991,27.37,garbage_data
Germany,1990,41.51,garbage_data
Germany,1989,19.52,garbage_data
Germany,1988,-9.82,garbage_data
Japan,1987,21.86,garbage_data
Canada,1986,10.34,garbage_data
Canada,1985,16.82,garbage_data
Japan,1984,1.03,garbage_data
Senegal,1983,9.26,garbage_data
Senegal,1982,8.44,garbage_data
Brazil,1981,1.36,garbage_data
Germany,1980,1.47,garbage_data
Japan,1979,25.87,garbage_data
Senegal,1978,-2.85,garbage_data
Japan,1977,-8.12,garbage_data
Brazil,2026,33.53,garbage_data
Senegal,2025,41.73,garbage_data
Germany,2024,44.62,garbage_data
Brazil,2023,25.18,garbage_data
Canada,2022,32.89,garbage_data
Germany,2021,44.5,garbage_data
Germany,2020,18.56,garbage_data
Germany,2019,41.91,garbage_data
Senegal,2018,32.17,garbage_data
Senegal,2017,15.7,garbage_data
Germany,2016,16.09,garbage_data
Brazil,2015,34.0,garbage_data
Japan,2014,39.73,garbage_data
Senegal,2013,33.98,garbage_data
Senegal,2012,11.95,garbage_data
Japan,2011,11.3,garbage_data
Senegal,2010,41.38,garbage_data
Senegal,2009,41.03,garbage_data
Canada,2008,-6.16,garbage_data
Brazil,2007,41.0,garbage_data
Senegal,2006,-9.76,garbage_data
Japan,2005,33.36,garbage_data
Senegal,2004,-9.16,garbage_data
Canada,2003,-5.81,garbage_data
Canada,2002,23.61,garbage_data
Japan,2001,41.18,garbage_data
Japan,2000,40.0,garbage_data
Canada,1999,3.16,garbage_data
Senegal,1998,38.46,garbage_data
Germany,1997,12.77,garbage_data
Senegal,1996,37.39,garbage_data
Senegal,1995,8.59,garbage_data
Japan,1994,38.69,garbage_data
Japan,1993,33.3,garbage_data
Canada,1992,38.83,garbage_data
Japan,1991,12.23,garbage_data
Senegal,1990,3.49,garbage_data
Senegal,1989,15.01,garbage_data
Japan,1988,13.2,garbage_data
Germany,1987,33.04,garbage_data
Senegal,1986,22.19,garbage_data
Brazil,1985,26.52,garbage_data
Senegal,1984,44.05,garbage_data
Senegal,1983,40.47,garbage_data
Senegal,1982,14.29,garbage_data
Germany,1981,25.48,garbage_data
Senegal,1980,39.69,garbage_data
Brazil,1979,25.14,garbage_data
Canada,1978,38.64,garbage_data
Germany,1977,15.14,garbage_data
Germany,2026,31.75,garbage_data
Germany,2025,13.49,garbage_data
Germany,2024,14.95,garbage_data
Canada,2023,25.43,garbage_data
Senegal,2022,19.29,garbage_data
Senegal,2021,34.14,garbage_data
Germany,2020,-8.25,garbage_data
Germany,2019,8.2,garbage_data
Germany,2018,9.29,garbage_data
Germany,2017,11.51,garbage_data
Canada,2016,28.2,garbage_data
Canada,2015,-6.42,garbage_data
Germany,2014,5.55,garbage_data
Japan,2013,9.84,garbage_data
Canada,2012,6.24,garbage_data
Japan,2011,15.05,garbage_data
Japan,2010,8.75,garbage_data
Brazil,2009,23.25,garbage_data
Canada,2008,22.69,garbage_data
Senegal,2007,6.97,garbage_data
Senegal,2006,41.41,garbage_data
Brazil,2005,15.45,garbage_data
Japan,2004,37.34,garbage_data
Germany,2003,-3.35,garbage_data
Canada,2002,17.12,garbage_data
Japan,2001,-9.83,garbage_data
Germany,2000,11.31,garbage_data
Japan,1999,-1.87,garbage_data
Japan,1998,16.85,garbage_data
Germany,1997,40.67,garbage_data
Brazil,1996,22.93,garbage_data
Japan,1995,-9.87,garbage_data
Senegal,1994,-0.4,garbage_data
Japan,1993,23.22,garbage_data
Canada,1992,29.5,garbage_data
Japan,1991,0.6,garbage_data
Brazil,1990,44.58,garbage_data
Canada,1989,43.1,garbage_data
Germany,1988,17.09,garbage_data
Germany,1987,18.89,garbage_data
Germany,1986,28.78,garbage_data
Germany,1985,-2.22,garbage_data
Brazil,1984,0.86,garbage_data
Japan,1983,27.45,garbage_data
Brazil,1982,-3.86,garbage_data
Senegal,1981,28.7,garbage_data
Japan,1980,12.74,garbage_data
Senegal,1979,-9.67,garbage_data
Germany,1978,-0.25,garbage_data
Germany,1977,6.97,garbage_data
Germany,2026,-1.35,garbage_data
Japan,2025,24.78,garbage_data
Germany,2024,9.06,garbage_data
Japan,2023,41.72,garbage_data
Senegal,2022,10.1,garbage_data
Canada,2021,42.03,garbage_data
Japan,2020,-1.86,garbage_data
Japan,2019,29.75,garbage_data
Germany,2018,39.18,garbage_data
Germany,2017,16.16,garbage_data
Brazil,2016,32.92,garbage_data
Canada,2015,23.04,garbage_data
Brazil,2014,9.23,garbage_data
Germany,2013,17.93,garbage_data
Canada,2012,39.5,garbage_data
Brazil,2011,2.17,garbage_data
Brazil,2010,31.16,garbage_data
Canada,2009,39.21,garbage_data
Germany,2008,29.52,garbage_data
Canada,2007,15.64,garbage_data
Germany,2006,14.93,garbage_data
Germany,2005,26.39,garbage_data
Brazil,2004,22.04,garbage_data
Germany,2003,31.96,garbage_data
Japan,2002,14.34,garbage_data
Canada,2001,31.41,garbage_data
Canada,2000,23.58,garbage_data
Brazil,1999,32.46,garbage_data
Japan,1998,16.38,garbage_data
Germany,1997,34.1,garbage_data
Canada,1996,5.05,garbage_data
Senegal,1995,30.93,garbage_data
Senegal,1994,16.86,garbage_data
Japan,1993,40.05,garbage_data
Senegal,1992,25.32,garbage_data
Senegal,1991,11.09,garbage_data
Canada,1990,9.62,garbage_data
Senegal,1989,23.23,garbage_data
Germany,1988,31.98,garbage_data
Senegal,1987,19.52,garbage_data
Japan,1986,39.95,garbage_data
Japan,1985,3.25,garbage_data
Senegal,1984,15.91,garbage_data
Canada,1983,26.22,garbage_data
Germany,1982,-2.77,garbage_data
Brazil,1981,22.81,garbage_data
Canada,1980,32.11,garbage_data
Germany,1979,3.04,garbage_data
Brazil,1978,31.5,garbage_data
Japan,1977,38.93,garbage_data
Senegal,2026,37.84,garbage_data
Brazil,2025,19.61,garbage_data
Japan,2024,38.07,garbage_data
Brazil,2023,-0.41,garbage_data
Brazil,2022,22.13,garbage_data
Brazil,2021,40.14,garbage_data
Germany,2020,25.44,garbage_data
Senegal,2019,22.14,garbage_data
Brazil,2018,43.65,garbage_data
Senegal,2017,-2.67,garbage_data
Japan,2016,39.05,garbage_data
Germany,2015,15.2,garbage_data
Canada,2014,0.3,garbage_data
Canada,2013,1.9,garbage_data
Germany,2012,13.81,garbage_data
Japan,2011,17.19,garbage_data
Brazil,2010,7.22,garbage_data
Canada,2009,-3.08,garbage_data
Senegal,2008,32.45,garbage_data
Senegal,2007,8.07,garbage_data
Canada,2006,40.07,garbage_data
Japan,2005,41.63,garbage_data
Japan,2004,26.34,garbage_data
Canada,2003,27.19,garbage_data
Germany,2002,39.02,garbage_data
Japan,2001,15.95,garbage_data
Japan,2000,6.65,garbage_data
Japan,1999,41.18,garbage_data
Germany,1998,-1.12,garbage_data
Senegal,1997,2.85,garbage_data
Canada,1996,38.84,garbage_data
Brazil,1995,3.9,garbage_data
Brazil,1994,18.36,garbage_data
Brazil,1993,23.94,garbage_data
Canada,1992,42.13,garbage_data
Japan,1991,29.88,garbage_data
Senegal,1990,-5.79,garbage_data
Japan,1989,44.8,garbage_data
Germany,1988,6.34,garbage_data
Germany,1987,6.3,garbage_data
Senegal,1986,30.91,garbage_data
Senegal,1985,-4.82,garbage_data
Brazil,1984,11.38,garbage_data
Germany,1983,44.69,garbage_data
Senegal,1982,-0.03,garbage_data
Japan,1981,14.75,garbage_data
Germany,1980,21.52,garbage_data
Brazil,1979,41.88,garbage_data
Canada,1978,37.14,garbage_data
Brazil,1977,19.26,garbage_data
Canada,2026,9.21,garbage_data
Germany,2025,43.91,garbage_data
Senegal,2024,-0.59,garbage_data
Canada,2023,11.02,garbage_data
Canada,2022,-8.9,garbage_data
Brazil,2021,-4.27,garbage_data
Germany,2020,-6.38,garbage_data
Senegal,2019,-6.78,garbage_data
Brazil,2018,18.82,garbage_data
Brazil,2017,37.54,garbage_data
Germany,2016,-9.55,garbage_data
Senegal,2015,33.13,garbage_data
Japan,2014,35.81,garbage_data
Japan,2013,17.86,garbage_data
Canada,2012,3.12,garbage_data
Germany,2011,21.68,garbage_data
Senegal,2010,25.96,garbage_data
Brazil,2009,19.86,garbage_data
Senegal,2008,17.74,garbage_data
Senegal,2007,44.93,garbage_data
Senegal,2006,24.56,garbage_data
Canada,2005,-8.96,garbage_data
Senegal,2004,0.9,garbage_data
Canada,2003,16.51,garbage_data
Germany,2002,2.91,garbage_data
Japan,2001,20.16,garbage_data
Japan,2000,-6.65,garbage_data
Brazil,1999,40.78,garbage_data
Brazil,1998,8.7,garbage_data
Germany,1997,0.36,garbage_data
Canada,1996,11.54,garbage_data
Germany,1995,18.47,garbage_data
Germany,1994,0.63,garbage_data
Germany,1993,40.39,garbage_data
Canada,1992,-4.07,garbage_data
Japan,1991,-1.26,garbage_data
Canada,1990,10.98,garbage_data
Senegal,1989,27.26,garbage_data
Brazil,1988,3.29,garbage_data
Japan,1987,33.41,garbage_data
Brazil,1986,6.96,garbage_data
Germany,1985,-5.49,garbage_data
Canada,1984,38.08,garbage_data
Brazil,1983,30.4,garbage_data
Germany,1982,15.52,garbage_data
Japan,1981,23.07,garbage_data
Senegal,1980,29.7,garbage_data
Germany,1979,23.49,garbage_data
Canada,1978,35.4,garbage_data
Japan,1977,-3.7,garbage_data
Senegal,2026,9.13,garbage_data
Germany,2025,27.53,garbage_data
Canada,2024,1.59,garbage_data
Japan,2023,2.44,garbage_data
Brazil,2022,20.45,garbage_data
Germany,2021,43.97,garbage_data
Japan,2020,30.17,garbage_data
Canada,2019,8.69,garbage_data
Senegal,2018,-4.37,garbage_data
Japan,2017,33.6,garbage_data
Canada,2016,40.69,garbage_data
Brazil,2015,12.21,garbage_data
Brazil,2014,11.04,garbage_data
Japan,2013,26.16,garbage_data
Canada,2012,-7.18,garbage_data
Senegal,2011,-0.99,garbage_data
Senegal,2010,21.55,garbage_data
Senegal,2009,-7.04,garbage_data
Canada,2008,2.84,garbage_data
Senegal,2007,6.52,garbage_data
Germany,2006,-7.45,garbage_data
Germany,2005,42.73,garbage_data
Canada,2004,-7.15,garbage_data
Germany,2003,33.11,garbage_data
Canada,2002,16.49,garbage_data
Brazil,2001,40.84,garbage_data
Senegal,2000,13.64,garbage_data
Canada,1999,39.72,garbage_data
Japan,1998,-7.33,garbage_data
Canada,1997,43.49,garbage_data
Canada,1996,37.0,garbage_data
Canada,1995,32.24,garbage_data
Japan,1994,-8.13,garbage_data
Germany,1993,29.22,garbage_data
Germany,1992,32.24,garbage_data
Brazil,1991,11.9,garbage_data
Japan,1990,34.15,garbage_data
Germany,1989,38.16,garbage_data
Canada,1988,24.68,garbage_data
Senegal,1987,14.42,garbage_data
Senegal,1986,35.28,garbage_data
Brazil,1985,35.64,garbage_data
Canada,1984,12.99,garbage_data
Senegal,1983,2.53,garbage_data
Japan,1982,24.88,garbage_data
Senegal,1981,-5.11,garbage_data
Senegal,1980,-2.82,garbage_data
Japan,1979,17.42,garbage_data
Germany,1978,7.23,garbage_data
Germany,1977,16.46,garbage_data
Canada,2026,33.54,garbage_data
Brazil,2025,-6.68,garbage_data
Canada,2024,7.9,garbage_data
Canada,2023,-0.09,garbage_data
Brazil,2022,27.86,garbage_data
Japan,2021,38.94,garbage_data
Japan,2020,-9.41,garbage_data
Japan,2019,-1.26,garbage_data
Canada,2018,39.42,garbage_data
Canada,2017,41.99,garbage_data
Brazil,2016,31.85,garbage_data
Senegal,2015,36.18,garbage_data
Japan,2014,-7.35,garbage_data
Japan,2013,37.3,garbage_data
Canada,2012,-5.42,garbage_data
Senegal,2011,4.1,garbage_data
Canada,2010,30.57,garbage_data
Japan,2009,14.34,garbage_data
Japan,2008,41.27,garbage_data
Senegal,2007,41.87,garbage_data
Senegal,2006,29.08,garbage_data
Senegal,2005,36.98,garbage_data
Senegal,2004,32.12,garbage_data
Japan,2003,11.93,garbage_data
Japan,2002,17.88,garbage_data
Canada,2001,39.09,garbage_data
Germany,2000,-4.98,garbage_data
Germany,1999,37.41,garbage_data
Senegal,1998,2.92,garbage_data
Canada,1997,25.67,garbage_data
Senegal,1996,2.4,garbage_data
Senegal,1995,31.36,garbage_data
Brazil,1994,29.97,garbage_data
Brazil,1993,30.71,garbage_data
Canada,1992,-2.84,garbage_data
Germany,1991,9.19,garbage_data
Canada,1990,-5.49,garbage_data
Senegal,1989,28.0,garbage_data
Japan,1988,-8.91,garbage_data
Japan,1987,18.92,garbage_data
Canada,1986,34.14,garbage_data
Brazil,1985,29.07,garbage_data
Canada,1984,6.54,garbage_data
Japan,1983,41.81,garbage_data
Germany,1982,38.05,garbage_data
Japan,1981,30.1,garbage_data
Brazil,1980,17.75,garbage_data
Canada,1979,13.54,garbage_data
Japan,1978,-8.36,garbage_data
Senegal,1977,-7.69,garbage_data
Senegal,2026,6.29,garbage_data
Senegal,2025,42.51,garbage_data
Canada,2024,32.91,garbage_data
Brazil,2023,11.83,garbage_data
Senegal,2022,4.02,garbage_data
Brazil,2021,41.94,garbage_data
Senegal,2020,-3.52,garbage_data
Brazil,2019,20.11,garbage_data
Brazil,2018,29.73,garbage_data
Senegal,2017,41.27,garbage_data
Canada,2016,30.0,garbage_data
Japan,2015,8.35,garbage_data
Germany,2014,2.79,garbage_data
Canada,2013,-3.45,garbage_data
Japan,2012,-2.97,garbage_data
Senegal,2011,20.38,garbage_data
Senegal,2010,25.78,garbage_data
Senegal,2009,9.14,garbage_data
Germany,2008,-1.03,garbage_data
Canada,2007,-3.52,garbage_data
Germany,2006,27.78,garbage_data
Germany,2005,1.33,garbage_data
Canada,2004,-3.03,garbage_data
Canada,2003,27.45,garbage_data
Germany,2002,31.01,garbage_data
Brazil,2001,10.72,garbage_data
Canada,2000,4.43,garbage_data
Brazil,1999,40.28,garbage_data
Canada,1998,17.83,garbage_data
Germany,1997,34.21,garbage_data
Germany,1996,23.45,garbage_data
Senegal,1995,19.35,garbage_data
Germany,1994,1.17,garbage_data
Canada,1993,7.3,garbage_data
Germany,1992,26.96,garbage_data
Brazil,1991,29.53,garbage_data
Canada,1990,24.83,garbage_data
Senegal,1989,33.79,garbage_data
Senegal,1988,12.56,garbage_data
Japan,1987,31.84,garbage_data
Canada,1986,7.5,garbage_data
Brazil,1985,34.43,garbage_data
Canada,1984,24.94,garbage_data
Senegal,1983,12.1,garbage_data
Canada,1982,34.38,garbage_data
Canada,1981,20.93,garbage_data
Germany,1980,28.66,garbage_data
Japan,1979,14.57,garbage_data
Germany,1978,5.13,garbage_data
Japan,1977,37.03,garbage_data
Brazil,2026,41.03,garbage_data
Canada,2025,26.58,garbage_data
Brazil,2024,29.7,garbage_data
Brazil,2023,8.52,garbage_data
Canada,2022,29.2,garbage_data
Canada,2021,16.21,garbage_data
Brazil,2020,13.59,garbage_data
Senegal,2019,16.91,garbage_data
Senegal,2018,23.22,garbage_data
Canada,2017,12.61,garbage_data
Japan,2016,41.3,garbage_data
Senegal,2015,-0.83,garbage_data
Brazil,2014,29.21,garbage_data
Canada,2013,-5.58,garbage_data
Germany,2012,17.45,garbage_data
Senegal,2011,7.15,garbage_data
Japan,2010,-1.31,garbage_data
Senegal,2009,24.3,garbage_data
Germany,2008,27.88,garbage_data
Canada,2007,41.33,garbage_data
Brazil,2006,34.92,garbage_data
Canada,2005,4.01,garbage_data
Japan,2004,17.54,garbage_data
Brazil,2003,29.86,garbage_data
Brazil,2002,25.24,garbage_data
Canada,2001,25.93,garbage_data
Canada,2000,27.4,garbage_data
Japan,1999,-5.15,garbage_data
Japan,1998,11.54,garbage_data
Canada,1997,-5.85,garbage_data
Brazil,1996,4.23,garbage_data
Senegal,1995,8.12,garbage_data
Brazil,1994,23.99,garbage_data
Germany,1993,12.38,garbage_data
Brazil,1992,44.49,garbage_data
Canada,1991,32.8,garbage_data
Senegal,1990,24.43,garbage_data
Germany,1989,28.23,garbage_data
Germany,1988,21.62,garbage_data
Japan,1987,-6.44,garbage_data
Canada,1986,22.15,garbage_data
Germany,1985,0.55,garbage_data
Japan,1984,3.83,garbage_data
Japan,1983,31.01,garbage_data
Germany,1982,25.47,garbage_data
Japan,1981,-3.28,garbage_data
Brazil,1980,25.22,garbage_data
Brazil,1979,38.12,garbage_data
Germany,1978,1.64,garbage_data
Canada,1977,38.54,garbage_data
Brazil,2026,18.61,garbage_data
Japan,2025,36.09,garbage_data
Japan,2024,37.25,garbage_data
Germany,2023,-6.98,garbage_data
Brazil,2022,16.56,garbage_data
Brazil,2021,22.27,garbage_data
Japan,2020,42.45,garbage_data
Germany,2019,-2.79,garbage_data
Japan,2018,0.8,garbage_data
Canada,2017,0.28,garbage_data
Canada,2016,34.91,garbage_data
Senegal,2015,10.63,garbage_data
Brazil,2014,16.49,garbage_data
Brazil,2013,16.45,garbage_data
Germany,2012,5.59,garbage_data
Canada,2011,19.15,garbage_data
Japan,2010,18.23,garbage_data
Germany,2009,39.68,garbage_data
Brazil,2008,20.24,garbage_data
Canada,2007,-2.12,garbage_data
Japan,2006,-7.83,garbage_data
Senegal,2005,14.43,garbage_data
Japan,2004,40.94,garbage_data
Germany,2003,36.81,garbage_data
Senegal,2002,-3.15,garbage_data
Senegal,2001,0.8,garbage_data
Japan,2000,12.4,garbage_data
Brazil,1999,18.67,garbage_data
Brazil,1998,43.7,garbage_data
Canada,1997,-2.33,garbage_data
Germany,1996,3.99,garbage_data
Canada,1995,31.92,garbage_data
Brazil,1994,20.59,garbage_data
Germany,1993,39.17,garbage_data
Germany,1992,1.96,garbage_data
Brazil,1991,-9.63,garbage_data
Canada,1990,12.11,garbage_data
Senegal,1989,-3.06,garbage_data
Japan,1988,44.13,garbage_data
Japan,1987,40.64,garbage_data
Canada,1986,16.28,garbage_data
Japan,1985,-2.87,garbage_data
Japan,1984,14.39,garbage_data
Germany,1983,39.1,garbage_data
Japan,1982,14.51,garbage_data
Germany,1981,41.96,garbage_data
Brazil,1980,1.24,garbage_data
Japan,1979,34.0,garbage_data
Japan,1978,43.81,garbage_data
Canada,1977,40.45,garbage_data
Germany,2026,32.44,garbage_data
Brazil,2025,38.42,garbage_data
Senegal,2024,22.23,garbage_data
Germany,2023,-2.29,garbage_data
Japan,2022,12.75,garbage_data
Brazil,2021,34.15,garbage_data
Germany,2020,5.83,garbage_data
Brazil,2019,-2.55,garbage_data
Germany,2018,17.62,garbage_data
Brazil,2017,-5.62,garbage_data
Canada,2016,39.33,garbage_data
Canada,2015,43.63,garbage_data
Brazil,2014,26.57,garbage_data
Brazil,2013,19.59,garbage_data
Senegal,2012,21.08,garbage_data
Canada,2011,-5.63,garbage_data
Canada,2010,8.67,garbage_data
Germany,2009,11.56,garbage_data
Germany,2008,33.51,garbage_data
Brazil,2007,-8.08,garbage_data
Germany,2006,23.24,garbage_data
Brazil,2005,44.34,garbage_data
Canada,2004,-3.59,garbage_data
Japan,2003,31.73,garbage_data
Senegal,2002,4.31,garbage_data
Brazil,2001,16.98,garbage_data
Japan,2000,22.93,garbage_data
Japan,1999,-9.67,garbage_data
Canada,1998,22.95,garbage_data
Canada,1997,6.96,garbage_data
Senegal,1996,43.42,garbage_data
Germany,1995,26.89,garbage_data
Senegal,1994,-7.79,garbage_data
Canada,1993,26.96,garbage_data
Germany,1992,33.12,garbage_data
Japan,1991,20.74,garbage_data
Germany,1990,13.74,garbage_data
Japan,1989,31.43,garbage_data
Japan,1988,29.55,garbage_data
Japan,1987,4.5,garbage_data
Germany,1986,16.67,garbage_data
Japan,1985,7.68,garbage_data
Germany,1984,-1.51,garbage_data
Japan,1983,14.07,garbage_data
Germany,1982,-2.51,garbage_data
Japan,1981,-5.52,garbage_data
Senegal,1980,42.26,garbage_data
Brazil,1979,26.25,garbage_data
Canada,1978,6.65,garbage_data
Brazil,1977,2.88,garbage_data
Germany,2026,41.78,garbage_data
Germany,2025,42.1,garbage_data
Germany,2024,15.45,garbage_data
Senegal,2023,33.81,garbage_data
Germany,2022,43.94,garbage_data
Senegal,2021,-2.02,garbage_data
Brazil,2020,-3.98,garbage_data
Brazil,2019,33.72,garbage_data
Brazil,2018,13.4,garbage_data
Germany,2017,20.4,garbage_data
Brazil,2016,43.83,garbage_data
Japan,2015,41.33,garbage_data
Japan,2014,-6.0,garbage_data
Germany,2013,4.15,garbage_data
Germany,2012,3.22,garbage_data
Germany,2011,7.59,garbage_data
Germany,2010,3.06,garbage_data
Canada,2009,1.56,garbage_data
Japan,2008,14.73,garbage_data
Brazil,2007,35.94,garbage_data
Japan,2006,-5.63,garbage_data
Brazil,2005,43.63,garbage_data
Senegal,2004,26.99,garbage_data
Germany,2003,34.06,garbage_data
Germany,2002,21.87,garbage_data
Japan,2001,-8.78,garbage_data
Brazil,2000,35.58,garbage_data
Japan,1999,28.44,garbage_data
Japan,1998,42.9,garbage_data
Brazil,1997,33.6,garbage_data
Japan,1996,36.31,garbage_data
Brazil,1995,39.57,garbage_data
Canada,1994,20.46,garbage_data
Brazil,1993,0.46,garbage_data
Germany,1992,31.96,garbage_data
Brazil,1991,29.63,garbage_data
Japan,1990,9.66,garbage_data
Canada,1989,39.29,garbage_data
Germany,1988,22.84,garbage_data
Japan,1987,20.07,garbage_data
Canada,1986,-6.82,garbage_data
Japan,1985,32.28,garbage_data
Senegal,1984,14.75,garbage_data
Japan,1983,18.77,garbage_data
Japan,1982,11.92,garbage_data
Germany,1981,29.04,garbage_data
Canada,1980,19.66,garbage_data
Japan,1979,9.65,garbage_data
Japan,1978,10.18,garbage_data
Brazil,1977,28.89,garbage_data
Brazil,2026,-3.64,garbage_data
Germany,2025,16.58,garbage_data
Brazil,2024,14.37,garbage_data
Senegal,2023,35.82,garbage_data
Japan,2022,40.97,garbage_data
Japan,2021,1.69,garbage_data
Germany,2020,25.41,garbage_data
Germany,2019,9.44,garbage_data
Germany,2018,4.82,garbage_data
Canada,2017,24.73,garbage_data
Japan,2016,-0.9,garbage_data
Canada,2015,23.25,garbage_data
Germany,2014,43.9,garbage_data
Japan,2013,-3.53,garbage_data
Japan,2012,32.94,garbage_data
Japan,2011,-1.4,garbage_data
Germany,2010,24.88,garbage_data
Japan,2009,20.02,garbage_data
Brazil,2008,24.13,garbage_data
Japan,2007,25.86,garbage_data
Germany,2006,35.21,garbage_data
Japan,2005,21.08,garbage_data
Japan,2004,-0.86,garbage_data
Brazil,2003,7.18,garbage_data
Japan,2002,38.55,garbage_data
Japan,2001,16.63,garbage_data
Brazil,2000,30.87,garbage_data
Brazil,1999,20.39,garbage_data
Brazil,1998,13.32,garbage_data
Germany,1997,14.8,garbage_data
Canada,1996,29.9,garbage_data
Germany,1995,11.98,garbage_data
Senegal,1994,32.59,garbage_data
Japan,1993,35.06,garbage_data
Germany,1992,7.17,garbage_data
Senegal,1991,40.43,garbage_data
Canada,1990,20.48,garbage_data
Brazil,1989,29.28,garbage_data
Canada,1988,4.12,garbage_data
Brazil,1987,23.81,garbage_data
Germany,1986,41.98,garbage_data
Germany,1985,1.03,garbage_data
Senegal,1984,35.44,garbage_data
Canada,1983,17.64,garbage_data
Japan,1982,44.95,garbage_data
Japan,1981,30.63,garbage_data
Senegal,1980,12.36,garbage_data
Brazil,1979,-0.55,garbage_data
Brazil,1978,-8.79,garbage_data
Senegal,1977,37.74,garbage_data
Canada,2026,20.72,garbage_data
Senegal,2025,7.04,garbage_data
Brazil,2024,26.89,garbage_data
Senegal,2023,39.35,garbage_data
Japan,2022,2.66,garbage_data
Senegal,2021,-0.4,garbage_data
Germany,2020,6.19,garbage_data
Brazil,2019,14.81,garbage_data
Germany,2018,27.16,garbage_data
Brazil,2017,29.97,garbage_data
Germany,2016,42.15,garbage_data
Senegal,2015,1.18,garbage_data
Senegal,2014,9.65,garbage_data
Senegal,2013,-4.33,garbage_data
Brazil,2012,6.26,garbage_data
Senegal,2011,33.14,garbage_data
Canada,2010,-3.42,garbage_data
Brazil,2009,14.26,garbage_data
Canada,2008,18.17,garbage_data
Senegal,2007,-8.02,garbage_data
Brazil,2006,27.79,garbage_data
Brazil,2005,27.1,garbage_data
Germany,2004,26.36,garbage_data
Brazil,2003,38.16,garbage_data
Japan,2002,10.35,garbage_data
Canada,2001,42.25,garbage_data
Japan,2000,-4.79,garbage_data
Brazil,1999,7.85,garbage_data
Brazil,1998,10.81,garbage_data
Senegal,1997,28.15,garbage_data
Brazil,1996,39.36,garbage_data
Germany,1995,8.89,garbage_data
Germany,1994,28.78,garbage_data
Japan,1993,12.43,garbage_data
Brazil,1992,17.17,garbage_data
Brazil,1991,17.98,garbage_data
Senegal,1990,15.82,garbage_data
Japan,1989,-8.49,garbage_data
Japan,1988,-7.24,garbage_data
Canada,1987,-8.09,garbage_data
Japan,1986,24.83,garbage_data
Senegal,1985,23.15,garbage_data
Canada,1984,-9.7,garbage_data
Germany,1983,32.5,garbage_data
Brazil,1982,11.1,garbage_data
Germany,1981,21.52,garbage_data
